-1.19873e+02 	 3.60477e+01 	 2002 	 1 	 1 	 2.14 	 1.14300e+01 	 7 	 53 	 48.00  	 0.290 	 0.290
-1.21225e+02 	 3.66188e+01 	 2002 	 1 	 1 	 2.51 	 5.30000e+00 	 9 	 20 	 12.00  	 0.030 	 0.030
-1.21260e+02 	 3.66433e+01 	 2002 	 1 	 2 	 2.01 	 5.40000e+00 	 3 	 20 	 12.00  	 0.040 	 0.040
-1.21260e+02 	 3.66428e+01 	 2002 	 1 	 3 	 2.03 	 5.24000e+00 	 14 	 55 	 43.20  	 0.040 	 0.040
-1.21225e+02 	 3.66175e+01 	 2002 	 1 	 3 	 2.15 	 5.30000e+00 	 18 	 30 	 16.80  	 0.040 	 0.040
-1.21221e+02 	 3.66152e+01 	 2002 	 1 	 5 	 2.11 	 5.44000e+00 	 8 	 5 	 19.20  	 0.040 	 0.040
-1.21221e+02 	 3.66148e+01 	 2002 	 1 	 5 	 2.33 	 5.57000e+00 	 10 	 35 	  4.80  	 0.040 	 0.040
-1.21250e+02 	 3.66363e+01 	 2002 	 1 	 5 	 2.72 	 6.27000e+00 	 12 	 0 	  2.40  	 0.050 	 0.050
-1.21004e+02 	 3.64438e+01 	 2002 	 1 	 6 	 2.17 	 1.33000e+00 	 18 	 57 	 38.40  	 0.070 	 0.070
-1.21344e+02 	 3.67093e+01 	 2002 	 1 	 8 	 2.29 	 3.78000e+00 	 10 	 43 	 43.20  	 0.040 	 0.040
-1.21255e+02 	 3.66423e+01 	 2002 	 1 	 10 	 2.22 	 4.57000e+00 	 0 	 24 	 31.20  	 0.050 	 0.050
-1.21048e+02 	 3.64698e+01 	 2002 	 1 	 10 	 2.37 	 7.84000e+00 	 7 	 26 	 26.40  	 0.040 	 0.040
-1.21259e+02 	 3.66437e+01 	 2002 	 1 	 10 	 2.80 	 5.79000e+00 	 9 	 17 	 19.20  	 0.060 	 0.060
-1.21251e+02 	 3.66370e+01 	 2002 	 1 	 10 	 2.09 	 6.22000e+00 	 21 	 18 	 45.60  	 0.040 	 0.040
-1.21260e+02 	 3.66438e+01 	 2002 	 1 	 11 	 2.27 	 5.93000e+00 	 6 	 36 	  2.40  	 0.040 	 0.040
