-120.8880	35.32250	5.000000	2.000	8.000	3
-120.8880	35.34750	5.000000	2.000	8.000	1
-120.8880	35.37250	5.000000	2.000	8.000	2
-120.8880	35.39750	5.000000	2.000	8.000	3
-120.8880	35.42250	5.000000	2.000	8.000	1
-120.8880	35.44750	5.000000	2.000	8.000	2
-120.8880	35.47250	5.000000	2.000	8.000	3
-120.8880	35.49750	5.000000	2.000	8.000	1
-120.8880	35.52250	5.000000	2.000	8.000	2
-120.8880	35.54750	5.000000	2.000	8.000	3
-120.8880	35.57250	5.000000	2.000	8.000	1
-120.8880	35.59750	5.000000	2.000	8.000	2
-120.8880	35.62250	5.000000	2.000	8.000	3
-120.8880	35.64750	5.000000	2.000	8.000	1
-120.8880	35.67250	5.000000	2.000	8.000	2
-120.8880	35.69750	5.000000	2.000	8.000	3
-120.8880	35.72250	5.000000	2.000	8.000	1
-120.8880	35.74750	5.000000	2.000	8.000	2
-120.8880	35.77250	5.000000	2.000	8.000	3
-120.8880	35.79750	5.000000	2.000	8.000	1
-120.8880	35.82250	5.000000	2.000	8.000	2
-120.8880	35.84750	5.000000	2.000	8.000	3
-120.8880	35.87250	5.000000	2.000	8.000	1
-120.8880	35.89750	5.000000	2.000	8.000	2
-120.8880	35.92250	5.000000	2.000	8.000	3
-120.8880	35.94750	5.000000	2.000	8.000	1
-120.8880	35.97250	5.000000	2.000	8.000	2
-120.8880	35.99750	5.000000	2.000	8.000	3
-120.8880	36.02250	5.000000	2.000	8.000	1
-120.8880	36.04750	5.000000	2.000	8.000	2
-120.8880	36.07250	5.000000	2.000	8.000	3
-120.8880	36.09750	5.000000	2.000	8.000	1
-120.8880	36.12250	5.000000	2.000	8.000	2
-120.8880	36.14750	5.000000	2.000	8.000	3
-120.8880	36.17250	5.000000	2.000	8.000	1
-120.8880	36.19750	5.000000	2.000	8.000	2
-120.8880	36.22250	5.000000	2.000	8.000	3
-120.8880	36.24750	5.000000	2.000	8.000	1
-120.8880	36.27250	5.000000	2.000	8.000	2
-120.8880	36.29750	5.000000	2.000	8.000	3
-120.8880	36.32250	5.000000	2.000	8.000	1
-120.8880	36.34750	5.000000	2.000	8.000	2
-120.8880	36.37250	5.000000	2.000	8.000	3
-120.8880	36.39750	5.000000	2.000	8.000	1
-120.8880	36.42250	5.000000	2.000	8.000	2
-120.8880	36.44750	5.000000	2.000	8.000	3
-120.8620	35.32250	5.000000	2.000	8.000	1
-120.8620	35.34750	5.000000	2.000	8.000	2
-120.8620	35.37250	5.000000	2.000	8.000	3
-120.8620	35.39750	5.000000	2.000	8.000	1
-120.8620	35.42250	5.000000	2.000	8.000	2
-120.8620	35.44750	5.000000	2.000	8.000	3
-120.8620	35.47250	5.000000	2.000	8.000	1
-120.8620	35.49750	5.000000	2.000	8.000	2
-120.8620	35.52250	5.000000	2.000	8.000	3
-120.8620	35.54750	5.000000	2.000	8.000	1
-120.8620	35.57250	5.000000	2.000	8.000	2
-120.8620	35.59750	5.000000	2.000	8.000	3
-120.8620	35.62250	5.000000	2.000	8.000	1
-120.8620	35.64750	5.000000	2.000	8.000	2
-120.8620	35.67250	5.000000	2.000	8.000	3
-120.8620	35.69750	5.000000	2.000	8.000	1
-120.8620	35.72250	5.000000	2.000	8.000	2
-120.8620	35.74750	5.000000	2.000	8.000	3
-120.8620	35.77250	5.000000	2.000	8.000	1
-120.8620	35.79750	5.000000	2.000	8.000	2
-120.8620	35.82250	5.000000	2.000	8.000	3
-120.8620	35.84750	5.000000	2.000	8.000	1
-120.8620	35.87250	5.000000	2.000	8.000	2
-120.8620	35.89750	5.000000	2.000	8.000	3
-120.8620	35.92250	5.000000	2.000	8.000	1
-120.8620	35.94750	5.000000	2.000	8.000	2
-120.8620	35.97250	5.000000	2.000	8.000	3
-120.8620	35.99750	5.000000	2.000	8.000	1
-120.8620	36.02250	5.000000	2.000	8.000	2
-120.8620	36.04750	5.000000	2.000	8.000	3
-120.8620	36.07250	5.000000	2.000	8.000	1
-120.8620	36.09750	5.000000	2.000	8.000	2
-120.8620	36.12250	5.000000	2.000	8.000	3
-120.8620	36.14750	5.000000	2.000	8.000	1
-120.8620	36.17250	5.000000	2.000	8.000	2
-120.8620	36.19750	5.000000	2.000	8.000	3
-120.8620	36.22250	5.000000	2.000	8.000	1
-120.8620	36.24750	5.000000	2.000	8.000	2
-120.8620	36.27250	5.000000	2.000	8.000	3
-120.8620	36.29750	5.000000	2.000	8.000	1
-120.8620	36.32250	5.000000	2.000	8.000	2
-120.8620	36.34750	5.000000	2.000	8.000	3
-120.8620	36.37250	5.000000	2.000	8.000	1
-120.8620	36.39750	5.000000	2.000	8.000	2
-120.8620	36.42250	5.000000	2.000	8.000	3
-120.8620	36.44750	5.000000	2.000	8.000	1
-120.8380	35.32250	5.000000	2.000	8.000	2
-120.8380	35.34750	5.000000	2.000	8.000	3
-120.8380	35.37250	5.000000	2.000	8.000	1
-120.8380	35.39750	5.000000	2.000	8.000	2
-120.8380	35.42250	5.000000	2.000	8.000	3
-120.8380	35.44750	5.000000	2.000	8.000	1
-120.8380	35.47250	5.000000	2.000	8.000	2
-120.8380	35.49750	5.000000	2.000	8.000	3
-120.8380	35.52250	5.000000	2.000	8.000	1
-120.8380	35.54750	5.000000	2.000	8.000	2
-120.8380	35.57250	5.000000	2.000	8.000	3
-120.8380	35.59750	5.000000	2.000	8.000	1
-120.8380	35.62250	5.000000	2.000	8.000	2
-120.8380	35.64750	5.000000	2.000	8.000	3
-120.8380	35.67250	5.000000	2.000	8.000	1
-120.8380	35.69750	5.000000	2.000	8.000	2
-120.8380	35.72250	5.000000	2.000	8.000	3
-120.8380	35.74750	5.000000	2.000	8.000	1
-120.8380	35.77250	5.000000	2.000	8.000	2
-120.8380	35.79750	5.000000	2.000	8.000	3
-120.8380	35.82250	5.000000	2.000	8.000	1
-120.8380	35.84750	5.000000	2.000	8.000	2
-120.8380	35.87250	5.000000	2.000	8.000	3
-120.8380	35.89750	5.000000	2.000	8.000	1
-120.8380	35.92250	5.000000	2.000	8.000	2
-120.8380	35.94750	5.000000	2.000	8.000	3
-120.8380	35.97250	5.000000	2.000	8.000	1
-120.8380	35.99750	5.000000	2.000	8.000	2
-120.8380	36.02250	5.000000	2.000	8.000	3
-120.8380	36.04750	5.000000	2.000	8.000	1
-120.8380	36.07250	5.000000	2.000	8.000	2
-120.8380	36.09750	5.000000	2.000	8.000	3
-120.8380	36.12250	5.000000	2.000	8.000	1
-120.8380	36.14750	5.000000	2.000	8.000	2
-120.8380	36.17250	5.000000	2.000	8.000	3
-120.8380	36.19750	5.000000	2.000	8.000	1
-120.8380	36.22250	5.000000	2.000	8.000	2
-120.8380	36.24750	5.000000	2.000	8.000	3
-120.8380	36.27250	5.000000	2.000	8.000	1
-120.8380	36.29750	5.000000	2.000	8.000	2
-120.8380	36.32250	5.000000	2.000	8.000	3
-120.8380	36.34750	5.000000	2.000	8.000	1
-120.8380	36.37250	5.000000	2.000	8.000	2
-120.8380	36.39750	5.000000	2.000	8.000	3
-120.8380	36.42250	5.000000	2.000	8.000	1
-120.8380	36.44750	5.000000	2.000	8.000	2
-120.8120	35.32250	5.000000	2.000	8.000	3
-120.8120	35.34750	5.000000	2.000	8.000	1
-120.8120	35.37250	5.000000	2.000	8.000	2
-120.8120	35.39750	5.000000	2.000	8.000	3
-120.8120	35.42250	5.000000	2.000	8.000	1
-120.8120	35.44750	5.000000	2.000	8.000	2
-120.8120	35.47250	5.000000	2.000	8.000	3
-120.8120	35.49750	5.000000	2.000	8.000	1
-120.8120	35.52250	5.000000	2.000	8.000	2
-120.8120	35.54750	5.000000	2.000	8.000	3
-120.8120	35.57250	5.000000	2.000	8.000	1
-120.8120	35.59750	5.000000	2.000	8.000	2
-120.8120	35.62250	5.000000	2.000	8.000	3
-120.8120	35.64750	5.000000	2.000	8.000	1
-120.8120	35.67250	5.000000	2.000	8.000	2
-120.8120	35.69750	5.000000	2.000	8.000	3
-120.8120	35.72250	5.000000	2.000	8.000	1
-120.8120	35.74750	5.000000	2.000	8.000	2
-120.8120	35.77250	5.000000	2.000	8.000	3
-120.8120	35.79750	5.000000	2.000	8.000	1
-120.8120	35.82250	5.000000	2.000	8.000	2
-120.8120	35.84750	5.000000	2.000	8.000	3
-120.8120	35.87250	5.000000	2.000	8.000	1
-120.8120	35.89750	5.000000	2.000	8.000	2
-120.8120	35.92250	5.000000	2.000	8.000	3
-120.8120	35.94750	5.000000	2.000	8.000	1
-120.8120	35.97250	5.000000	2.000	8.000	2
-120.8120	35.99750	5.000000	2.000	8.000	3
-120.8120	36.02250	5.000000	2.000	8.000	1
-120.8120	36.04750	5.000000	2.000	8.000	2
-120.8120	36.07250	5.000000	2.000	8.000	3
-120.8120	36.09750	5.000000	2.000	8.000	1
-120.8120	36.12250	5.000000	2.000	8.000	2
-120.8120	36.14750	5.000000	2.000	8.000	3
-120.8120	36.17250	5.000000	2.000	8.000	1
-120.8120	36.19750	5.000000	2.000	8.000	2
-120.8120	36.22250	5.000000	2.000	8.000	3
-120.8120	36.24750	5.000000	2.000	8.000	1
-120.8120	36.27250	5.000000	2.000	8.000	2
-120.8120	36.29750	5.000000	2.000	8.000	3
-120.8120	36.32250	5.000000	2.000	8.000	1
-120.8120	36.34750	5.000000	2.000	8.000	2
-120.8120	36.37250	5.000000	2.000	8.000	3
-120.8120	36.39750	5.000000	2.000	8.000	1
-120.8120	36.42250	5.000000	2.000	8.000	2
-120.8120	36.44750	5.000000	2.000	8.000	3
-120.7880	35.32250	5.000000	2.000	8.000	1
-120.7880	35.34750	5.000000	2.000	8.000	2
-120.7880	35.37250	5.000000	2.000	8.000	3
-120.7880	35.39750	5.000000	2.000	8.000	1
-120.7880	35.42250	5.000000	2.000	8.000	2
-120.7880	35.44750	5.000000	2.000	8.000	3
-120.7880	35.47250	5.000000	2.000	8.000	1
-120.7880	35.49750	5.000000	2.000	8.000	2
-120.7880	35.52250	5.000000	2.000	8.000	3
-120.7880	35.54750	5.000000	2.000	8.000	1
-120.7880	35.57250	5.000000	2.000	8.000	2
-120.7880	35.59750	5.000000	2.000	8.000	3
-120.7880	35.62250	5.000000	2.000	8.000	1
-120.7880	35.64750	5.000000	2.000	8.000	2
-120.7880	35.67250	5.000000	2.000	8.000	3
-120.7880	35.69750	5.000000	2.000	8.000	1
-120.7880	35.72250	5.000000	2.000	8.000	2
-120.7880	35.74750	5.000000	2.000	8.000	3
-120.7880	35.77250	5.000000	2.000	8.000	1
-120.7880	35.79750	5.000000	2.000	8.000	2
-120.7880	35.82250	5.000000	2.000	8.000	3
-120.7880	35.84750	5.000000	2.000	8.000	1
-120.7880	35.87250	5.000000	2.000	8.000	2
-120.7880	35.89750	5.000000	2.000	8.000	3
-120.7880	35.92250	5.000000	2.000	8.000	1
-120.7880	35.94750	5.000000	2.000	8.000	2
-120.7880	35.97250	5.000000	2.000	8.000	3
-120.7880	35.99750	5.000000	2.000	8.000	1
-120.7880	36.02250	5.000000	2.000	8.000	2
